,event_id,investigation_type,event_date,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,injuries_reported
58444,20050412X00439,Accident,2005-04-10,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58445,20050512X00604,Accident,2005-04-10,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58446,20050414X00455,Accident,2005-04-10,United States,Fatal(3),Destroyed,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Maneuvering,2005,True
58447,20050420X00485,Accident,2005-04-11,United States,Fatal(1),Substantial,,cessna,177RG,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Landing,2005,True
58456,20050513X00607,Accident,2005-04-13,United States,Non-Fatal,Substantial,Airplane,cessna,337 B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58458,20050415X00466,Accident,2005-04-13,United States,Non-Fatal,Substantial,,cessna,T210M,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Approach,2005,True
58462,20050506X00568,Accident,2005-04-13,United States,Non-Fatal,Substantial,,cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58465,20050511X00596,Accident,2005-04-14,United States,Non-Fatal,Substantial,,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58469,20050504X00551,Accident,2005-04-15,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,2005,True
58477,20050503X00536,Accident,2005-04-16,United States,Non-Fatal,Substantial,Airplane,cessna,172B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58482,20050505X00557,Accident,2005-04-17,United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58485,20050505X00561,Accident,2005-04-17,United States,Non-Fatal,Substantial,Airplane,cessna,172H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,2005,True
58491,20050511X00594,Accident,2005-04-18,United States,Non-Fatal,Substantial,Airplane,piper,PA-22-160,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58497,20050428X00517,Accident,2005-04-20,United States,Fatal(1),Substantial,,cessna,150M,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,Landing,2005,True
58500,20050425X00498,Accident,2005-04-20,United States,Non-Fatal,Destroyed,,piper,PA-28-151,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,2005,True
58502,20050427X00510,Accident,2005-04-21,United States,Non-Fatal,Substantial,,piper,PA-18-105,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58507,20050506X00569,Accident,2005-04-23,Germany,Non-Fatal,Substantial,,cessna,T310R,No,,,Unknown,0.0,2.0,0.0,0.0,,,2005,True
58510,20050506X00565,Accident,2005-04-23,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58518,20050428X00522,Accident,2005-04-25,United States,Fatal(1),Substantial,,piper,PA-28-181,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58520,20050519X00637,Accident,2005-04-25,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58525,20050519X00636,Accident,2005-04-26,United States,Non-Fatal,Substantial,Airplane,cessna,170,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58526,20050519X00638,Accident,2005-04-26,United States,Non-Fatal,Substantial,Airplane,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58529,20050512X00605,Accident,2005-04-27,United States,Non-Fatal,Substantial,Airplane,cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58530,20050524X00658,Accident,2005-04-27,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,2005,True
58534,20050505X00559,Accident,2005-04-27,United States,Non-Fatal,Substantial,,piper,PA-18-160,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58535,20050505X00558,Accident,2005-04-27,United States,Non-Fatal,Substantial,,cessna,185F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Descent,2005,True
58537,20050513X00608,Accident,2005-04-28,United States,Non-Fatal,Substantial,Airplane,piper,PA32-301,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58539,20050602X00709,Accident,2005-04-28,United States,Non-Fatal,Substantial,,piper,PA-20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58542,20050502X00532,Accident,2005-04-29,United States,Non-Fatal,Substantial,,piper,PA-25-235,No,1.0,Reciprocating,Other Work Use,0.0,0.0,1.0,0.0,VMC,Cruise,2005,True
58546,20050527X00685,Accident,2005-04-30,United States,Non-Fatal,Substantial,Airplane,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58551,20050504X00552,Accident,2005-04-30,United States,Fatal(1),Destroyed,,cessna,170B,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Descent,2005,True
58553,20050524X00659,Accident,2005-05-01,United States,Non-Fatal,Substantial,Airplane,boeing,B75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58554,20050527X00687,Accident,2005-05-01,Honduras,Non-Fatal,Substantial,,cessna,TU206F,No,,,Personal,0.0,0.0,4.0,0.0,VMC,,2005,True
58560,20050630X00900,Accident,2005-05-02,United States,Non-Fatal,Substantial,Airplane,cessna,172SP,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58562,20050506X00570,Accident,2005-05-03,United States,Non-Fatal,Substantial,,piper,PA-31T,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58565,20050505X00560,Accident,2005-05-03,United States,Fatal(2),Destroyed,,cessna,T210N,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,IMC,Climb,2005,True
58567,20050602X00714,Accident,2005-05-04,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58569,20050509X00579,Accident,2005-05-05,United States,Non-Fatal,Substantial,,cessna,120,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58570,20050510X00588,Accident,2005-05-05,United States,Fatal(1),Substantial,,gulfstream,695A,No,2.0,Turbo Prop,Personal,1.0,1.0,1.0,0.0,VMC,Cruise,2005,True
58571,20050604X00719,Accident,2005-05-06,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Descent,2005,True
58572,20050601X00705,Accident,2005-05-06,United States,Non-Fatal,Substantial,Airplane,cessna,182R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58574,20050513X00614,Accident,2005-05-07,United States,Non-Fatal,Substantial,,cessna,172RG,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,2005,True
58579,20050512X00599,Accident,2005-05-07,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58580,20050602X00715,Accident,2005-05-07,United States,Non-Fatal,Destroyed,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,2005,True
58582,20050513X00611,Accident,2005-05-08,United States,Non-Fatal,Substantial,,cessna,140,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,2005,True
58585,20050608X00734,Accident,2005-05-08,Philippines,Fatal(4),Destroyed,,cessna,207,No,,,Unknown,4.0,2.0,0.0,0.0,VMC,,2005,True
58586,20050516X00617,Accident,2005-05-08,Argentina,Fatal(6),Destroyed,,piper,PA-31-350,No,,,Personal,6.0,3.0,0.0,0.0,IMC,,2005,True
58593,20050516X00620,Accident,2005-05-09,United States,Non-Fatal,Destroyed,,piper,PA-28-235,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,2005,True
58594,20050520X00648,Accident,2005-05-10,United States,Non-Fatal,Substantial,Airplane,piper,PA-12,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58603,20050524X00660,Accident,2005-05-11,United States,Fatal(4),Destroyed,,cessna,T210G,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58604,20050520X00647,Accident,2005-05-12,United States,Non-Fatal,Substantial,,cessna,152TW,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58616,20050516X00621,Accident,2005-05-13,United States,Fatal(1),Destroyed,,cessna,150M,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,2005,True
58618,20050608X00737,Accident,2005-05-14,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58623,20050616X00791,Accident,2005-05-14,United States,Non-Fatal,Substantial,,diamond,DA 20-C1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58624,20050525X00673,Accident,2005-05-14,United States,Non-Fatal,Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,2005,True
58627,20050520X00643,Accident,2005-05-14,United States,Non-Fatal,Substantial,Airplane,cessna,210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58630,20050616X00781,Accident,2005-05-14,United States,Non-Fatal,Substantial,,piper,PA-23-150,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58631,20050721X01070,Accident,2005-05-14,United States,Non-Fatal,Substantial,,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58633,20050526X00676,Accident,2005-05-15,United States,Non-Fatal,Substantial,,cessna,525A,No,2.0,Turbo Jet,Business,0.0,0.0,1.0,3.0,VMC,Landing,2005,True
58635,20050601X00690,Accident,2005-05-15,United States,Non-Fatal,Substantial,Airplane,piper,J4E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58638,20050601X00696,Accident,2005-05-15,United States,Fatal(2),Destroyed,,cessna,182M,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,2005,True
58643,20050520X00645,Accident,2005-05-16,United States,Fatal(2),Destroyed,,piper,PA-18-150,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,2005,True
58644,20050819X01288,Accident,2005-05-17,United States,Non-Fatal,Substantial,,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58655,20050602X00713,Incident,2005-05-18,United States,Incident,Minor,Airplane,cessna,R182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,2005,True
58660,20050620X00812,Accident,2005-05-19,United States,Non-Fatal,Substantial,Airplane,piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58665,20050601X00701,Accident,2005-05-20,United States,Non-Fatal,Substantial,,piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Cruise,2005,True
58666,20050617X00809,Accident,2005-05-20,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,2005,True
58676,20050527X00686,Accident,2005-05-21,United States,Non-Fatal,Substantial,,cessna,R182,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,2005,True
58689,20050603X00717,Accident,2005-05-22,United States,Non-Fatal,Substantial,Airplane,cessna,C-172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58696,20050608X00732,Accident,2005-05-24,United States,Fatal(4),Substantial,,mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,2005,True
58699,20050622X00836,Accident,2005-05-24,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58700,20050622X00840,Accident,2005-05-24,United States,Non-Fatal,Substantial,Airplane,cessna,210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,2005,True
58705,20050602X00708,Accident,2005-05-24,United States,Fatal(2),Destroyed,,cessna,R182,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58714,20050622X00839,Accident,2005-05-26,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Climb,2005,True
58716,20050608X00735,Accident,2005-05-27,United States,Non-Fatal,Substantial,,cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,2005,True
58722,20050630X00903,Accident,2005-05-28,United States,Non-Fatal,Substantial,Airplane,cessna,172R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58726,20050602X00710,Accident,2005-05-28,United States,Non-Fatal,Substantial,,cessna,R182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58728,20050607X00726,Accident,2005-05-28,United States,Non-Fatal,Substantial,,cessna,T210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58729,20050616X00783,Accident,2005-05-28,United States,Non-Fatal,Substantial,Airplane,cessna,172R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,2005,True
58737,20050623X00856,Accident,2005-05-29,United States,Non-Fatal,Substantial,,cessna,210B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,2005,True
58738,20050623X00850,Accident,2005-05-29,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58739,20050615X00775,Accident,2005-05-29,Costa Rica,Fatal(3),Destroyed,,cessna,206,No,,,Personal,3.0,0.0,0.0,0.0,IMC,,2005,True
58741,20050624X00866,Accident,2005-05-30,United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58745,20050617X00802,Accident,2005-05-30,United States,Non-Fatal,Substantial,Airplane,cessna,182F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58746,20050609X00743,Accident,2005-05-30,United States,Non-Fatal,Substantial,Airplane,cessna,TU206G,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,2005,True
58760,20050609X00742,Accident,2005-06-02,United States,Non-Fatal,Substantial,,piper,E2,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58765,20050707X00946,Accident,2005-06-03,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,Descent,2005,True
58770,20050706X00939,Accident,2005-06-05,United States,Non-Fatal,Substantial,Airplane,boeing,A75N-1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58774,20050705X00923,Accident,2005-06-05,United States,Non-Fatal,Substantial,,piper,PA-32R-301T,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,2005,True
58776,20050607X00727,Accident,2005-06-05,United States,Non-Fatal,Substantial,,cessna,206,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Cruise,2005,True
58779,20050624X00867,Accident,2005-06-07,United States,Non-Fatal,Substantial,Airplane,piper,PA-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58780,20050620X00816,Accident,2005-06-07,United States,Non-Fatal,Substantial,Airplane,cessna,150G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58784,20050610X00752,Accident,2005-06-07,United States,Non-Fatal,Substantial,,cessna,172L,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Go-around,2005,True
58788,20050617X00800,Accident,2005-06-07,United States,Non-Fatal,Substantial,,cessna,182TR,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58792,20050705X00920,Accident,2005-06-08,United States,Non-Fatal,Substantial,Airplane,cessna,150H,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2005,True
58794,20050706X00941,Accident,2005-06-08,United States,Non-Fatal,Substantial,Airplane,piper,PA-18A-150,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,2005,True
58795,20050613X00755,Accident,2005-06-08,United States,Non-Fatal,Substantial,,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58807,20050712X00982,Accident,2005-06-10,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58810,20050722X01077,Accident,2005-06-10,United States,Non-Fatal,Minor,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,2005,True
58823,20050725X01094,Accident,2005-06-11,United States,Non-Fatal,Substantial,Airplane,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Standing,2005,True
58830,20050705X00927,Accident,2005-06-12,United States,Non-Fatal,Substantial,,cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
58834,20050715X01037,Accident,2005-06-12,United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,2005,True
58836,20050721X01071,Accident,2005-06-12,United States,Non-Fatal,Substantial,Airplane,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,2005,True
58845,20050623X00847,Accident,2005-06-15,United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58846,20050725X01092,Accident,2005-06-15,United States,Non-Fatal,Substantial,Airplane,cessna,177B,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,2005,True
58851,20050712X00996,Accident,2005-06-15,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,2005,True
58856,20050705X00932,Accident,2005-06-16,United States,Non-Fatal,Substantial,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,2005,True
58862,20050713X01004,Accident,2005-06-16,United States,Non-Fatal,Substantial,Airplane,cessna,150M,No,1.0,Reciprocating,Other Work Use,0.0,0.0,1.0,0.0,VMC,Approach,2005,True
58868,20050621X00827,Accident,2005-06-17,United States,Non-Fatal,Substantial,,cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,2005,True
58872,20050623X00853,Accident,2005-06-17,United States,Non-Fatal,Substantial,,piper,PA-32-300,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Climb,2005,True
58876,20050708X00968,Accident,2005-06-18,United States,Non-Fatal,Substantial,,beechcraft,K35,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Cruise,2005,True
58877,20050707X00954,Accident,2005-06-18,United States,Non-Fatal,Substantial,Airplane,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58879,20050712X00989,Accident,2005-06-18,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Cruise,2005,True
58880,20050623X00858,Accident,2005-06-18,United States,Fatal(1),Destroyed,,piper,PA-28R-180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,2005,True
58884,20050628X00885,Accident,2005-06-19,United States,Non-Fatal,Substantial,Airplane,cessna,R182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,2005,True
58885,20050708X00964,Accident,2005-06-19,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-135,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,2005,True
58889,20050713X01009,Accident,2005-06-19,United States,Non-Fatal,Substantial,Airplane,cessna,172P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,2005,True
58894,20050628X00888,Accident,2005-06-19,Switzerland,Fatal(2),Destroyed,,cessna,172 RG,No,,,Unknown,2.0,0.0,0.0,0.0,VMC,,2005,True
58895,20050630X00905,Accident,2005-06-19,United States,Fatal(1),Destroyed,,cessna,182Q,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,2005,True
58900,20050724X01082,Accident,2005-06-20,United States,Non-Fatal,Substantial,Airplane,piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Standing,2005,True
58903,20050622X00841,Accident,2005-06-20,Venezuela,Non-Fatal,Substantial,,cessna,525A,No,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC,,2005,True
58904,20050629X00895,Accident,2005-06-20,United States,Fatal(1),Substantial,,cessna,T182T,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,2005,True
58905,20050623X00852,Accident,2005-06-20,United States,Fatal(3),Substantial,,piper,PA-23,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Cruise,2005,True
58906,20050630X00910,Accident,2005-06-21,United States,Non-Fatal,Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Cruise,2005,True
58908,20050623X00862,Accident,2005-06-21,United States,Non-Fatal,Destroyed,,cessna,320E,No,2.0,Reciprocating,Other Work Use,0.0,2.0,0.0,0.0,VMC,Takeoff,2005,True
58914,20050630X00898,Accident,2005-06-23,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,Go-around,2005,True
58916,20050728X01116,Accident,2005-06-23,United States,Non-Fatal,Substantial,,cessna,T206H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58919,20050713X01007,Accident,2005-06-23,United States,Non-Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,2005,True
58920,20050628X00878,Accident,2005-06-23,United States,Fatal(1),Substantial,,piper,J3C-65,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,2005,True
58922,20050713X01000,Accident,2005-06-23,United States,Non-Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,2005,True
58943,20050628X00884,Accident,2005-06-25,United States,Fatal(3),Destroyed,,piper,PA-28-235,No,1.0,Reciprocating,Personal,3.0,1.0,0.0,0.0,VMC,Takeoff,2005,True
58944,20050915X01463,Accident,2005-06-25,United States,Non-Fatal,Minor,,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Standing,2005,True
58948,20050727X01103,Accident,2005-06-26,United States,Non-Fatal,Substantial,Airplane,cessna,172L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,2005,True
